Row Labels;Sum of CREDITO;;;
15527624 13 32720;1746979;;1746979;0
15527624 13 34358;4014000;;4014000;0
15527624 13 50423;2166500;;2166500;0
15527624 2 26139;1100000;;1100000;0
15527624 2 29776;1800000;;1800000;0
15527624 2 33818;1800000;;1800000;0
15527624 2 38212;4000000;;4000000;0
15527624 5 36905;2971300;;2971300;0
15527624 6 26140;722000;;722000;0
15527624 6 29814;1171300;;1171300;0
15527624 6 33817;1171300;;1171300;0
15527625 2 11676;1500000;;1500000;0
15527625 2 12545;1500000;;1500000;0
15527625 2 15236;1500000;;1500000;0
15527625 2 17868;1500000;;1500000;0
15527625 2 2172;1300000;;1300000;0
15527625 2 3771;1700000;;1700000;0
15527625 2 6640;1700000;;1700000;0
15527625 2 677;900000;;900000;0
15527625 2 738;1100000;;1100000;0
15527625 2 8227;1500000;;1500000;0
15527625 2 948;656000;;656000;0
15527625 6 103077;249200;;249200;0
15527625 6 6219;249200;;249200;0
15527625 7 181;1700000;;1700000;0
15527661 2 1630;1000000;;1000000;0
15527661 2 2767;300000;;300000;0
15527661 2 6425;400000;;400000;0
15527661 2 9006;1500000;;1500000;0
15527661 6 101134;562000;;562000;0
15527661 6 102278;246800;;246800;0
15527665 2 10433;1300000;;1300000;0
15527665 2 1048;400000;;400000;0
15527665 2 1149;300000;;300000;0
15527665 2 13208;1300000;;1300000;0
15527665 2 2741;1000000;;1000000;0
15527665 2 2742;1050000;;1050000;0
15527665 2 28284;1300000;;1300000;0
15527665 2 29513;1500000;;1500000;0
15527665 2 33157;1500000;;1500000;0
15527665 2 3358;1200000;;1200000;0
15527665 2 4806;1200000;;1200000;0
15527665 2 7001;1300000;;1300000;0
15527665 2 787;300000;;300000;0
15527665 2 788;400000;;400000;0
15527665 3 10435;80000;;80000;0
15527665 3 4807;200000;;200000;0
15527665 3 7749;80000;;80000;0
15527665 3 869;200000;;200000;0
15527665 5 37100;1500000;;1500000;0
15527665 6 102783;633000;;633000;0
15527665 6 10432;777400;;777400;0
15527665 6 1083;404851;;404851;0
15527665 6 13207;777400;;777400;0
15527665 6 2264;600000;;600000;0
15527665 6 2266;530000;;530000;0
15527665 6 28285;777400;;777400;0
15527665 6 32624;777400;;777400;0
15527665 6 6616;856400;;856400;0
15527673 2 10952;1500000;;1500000;0
15527673 2 13525;1500000;;1500000;0
15527673 2 16058;900000;;900000;0
15527673 2 18569;1600000;;1600000;0
15527673 2 21231;2000000;;2000000;0
15527673 2 2749;500000;;500000;0
15527673 2 27756;1000000;;1000000;0
15527673 2 30988;1400000;;1400000;0
15527673 2 40400;5000000;;5000000;0
15527673 6 19931;1846000;;1846000;0
15527673 6 23938;752700;;752700;0
15527673 6 2527;634000;;634000;0
15527673 6 5753;564200;;564200;0
15527673 7 142;300000;;300000;0
15527673 7 243;400000;;400000;0
15527673 7 5952;400000;;400000;0
15527673 7 8420;1000000;;1000000;0
15527679 2 35831;650000;;650000;0
15527679 2 36956;1000000;;1000000;0
15527679 2 38780;2700000;;2700000;0
15527679 6 37818;1085000;;1085000;0
15527734 2 10552;1500000;;1500000;0
15527734 2 24335;2000000;;2000000;0
15527734 2 2675;1100000;;1100000;0
15527734 2 2962;1100000;;1100000;0
15527734 2 30801;2000000;;2000000;0
15527734 2 31;800000;;800000;0
15527734 2 4408;1100000;;1100000;0
15527734 2 8762;1500000;;1500000;0
15527734 6 50005;849200;;849200;0
15527734 6 50079;849200;;849200;0
15527734 6 6096;507200;;507200;0
15527737 2 1685;2000000;;2000000;0
15527737 2 22010;1500000;;1500000;0
15527737 2 26032;1500000;;1500000;0
15527737 2 2845;2000000;;2000000;0
15527737 2 29716;2900000;;2900000;0
15527737 2 321;2500000;;2500000;0
15527737 2 3378;2000000;;2000000;0
15527737 2 7003;1307000;;1307000;0
15527737 2 880;2000000;;2000000;0
15527737 3 279;200000;;200000;0
15527737 6 100351;490573;;490573;0
15527737 6 1445;599400;;599400;0
15527737 6 186;374056;;374056;0
15527737 6 22240;481200;;481200;0
15527737 6 25831;481200;;481200;0
15527737 6 29584;481200;;481200;0
15527737 6 33326;962400;;962400;0
15527740 2 1117;500000;;500000;0
15527740 2 1730;600000;;600000;0
15527740 2 2087;300000;;300000;0
15527740 2 2171;300000;;300000;0
15527740 2 2172;574000;;574000;0
15527740 2 3587;700000;;700000;0
15527740 2 5700;700000;;700000;0
15527740 6 100318;201200;;201200;0
15527740 6 101226;390600;;390600;0
15527740 6 102427;410800;;410800;0
15527740 6 103159;596000;;596000;0
15527740 6 1715;390600;;390600;0
15527740 6 1824;390600;;390600;0
15527740 6 7196;1259800;;1259800;0
15527760 2 1442;620000;;620000;0
15527760 2 218;620000;;620000;0
15527760 2 607;500000;;500000;0
15527760 6 1037;554700;;554700;0
15527760 6 1304;670000;;670000;0
15527760 6 1825;670000;;670000;0
15527760 6 1887;261001;;261001;0
15527760 6 7;670000;;670000;0
15527763 2 40575;400000;;400000;0
15527782 13 32459;2716000;;2716000;0
15527782 13 35799;3345000;;3345000;0
15527782 13 38104;3785000;;3785000;0
15527782 13 40063;2957300;;2957300;0
15527782 2 11552;3000000;;3000000;0
15527782 2 21858;2000000;;2000000;0
15527782 2 22439;1500000;;1500000;0
15527782 2 24763;3700000;;3700000;0
15527782 2 29172;8000000;;8000000;0
15527782 2 3438;1500000;;1500000;0
15527782 2 38305;5000000;;5000000;0
15527782 2 5967;1600000;;1600000;0
15527782 2 8786;3000000;;3000000;0
15527782 6 101448;616000;;616000;0
15527782 6 101844;792900;;792900;0
15527782 6 102641;1245000;;1245000;0
15527782 6 11241;1712000;;1712000;0
15527782 6 12685;2079000;;2079000;0
15527782 6 16846;918000;;918000;0
15527782 6 17858;4345000;;4345000;0
15527782 6 20336;2200000;;2200000;0
15527782 6 23245;2209000;;2209000;0
15527782 6 28176;3553400;;3553400;0
15527782 6 33657;3345000;;3345000;0
15527782 6 4584;1465000;;1465000;0
15527782 6 6993;1799100;;1799100;0
15527826 13 28439;1065600;;1065600;0
15527826 2 2324;450000;;450000;0
15527826 2 24133;1000000;;1000000;0
15527826 2 28405;1000000;;1000000;0
15527826 2 34976;6000000;;6000000;0
15527826 2 37620;8000000;;8000000;0
15527826 2 40685;4000000;;4000000;0
15527826 2 5927;600000;;600000;0
15527826 6 101803;285800;;285800;0
15527826 6 24856;1890400;;1890400;0
15527839 2 12291;1300000;;1300000;0
15527839 2 15007;1290000;;1290000;0
15527839 2 17244;300000;;300000;0
15527839 2 17831;300000;;300000;0
15527839 2 17832;601000;;601000;0
15527839 2 2045;250000;;250000;0
15527839 2 20606;601000;;601000;0
15527839 2 20607;300000;;300000;0
15527839 2 23798;700000;;700000;0
15527839 2 26422;500000;;500000;0
15527839 2 30353;239750;;239750;0
15527839 2 34228;239750;;239750;0
15527839 2 37574;100000;;100000;0
15527839 2 955;800000;;800000;0
15527839 6 100517;226000;;226000;0
15527839 6 100631;80000;;80000;0
15527839 6 101772;284900;;284900;0
15527839 6 2563;284900;;284900;0
15527839 6 26596;469400;;469400;0
15527839 6 30354;469400;;469400;0
15527839 6 34227;469400;;469400;0
15527839 6 345;211450;;211450;0
15527870 13 20001927;1116300;;1116300;0
15527870 2 11098;3000000;;3000000;0
15527870 2 1286;1000000;;1000000;0
15527870 2 1349;1000000;;1000000;0
15527870 2 13636;4500000;;4500000;0
15527870 2 18238;4500000;;4500000;0
15527870 2 2133;1000000;;1000000;0
15527870 2 21596;4500000;;4500000;0
15527870 2 24453;4500000;;4500000;0
15527870 2 28124;4500000;;4500000;0
15527870 2 2838;1500000;;1500000;0
15527870 2 31459;4500000;;4500000;0
15527870 2 3339;1800000;;1800000;0
15527870 2 4689;2500000;;2500000;0
15527870 2 5947;898000;;898000;0
15527870 2 616;1000000;;1000000;0
15527870 2 7859;3000000;;3000000;0
15527870 3 153;200000;;200000;0
15527870 3 278;200000;;200000;0
15527870 3 510;300000;;300000;0
15527870 3 6;300000;;300000;0
15527870 3 66;250000;;250000;0
15527870 3 78;200000;;200000;0
15527870 3 805;200000;;200000;0
15527870 3 861;200000;;200000;0
15527870 5 35416;4789000;;4789000;0
15527870 6 100198;591400;;591400;0
15527870 6 10046;1688000;;1688000;0
15527870 6 101147;682000;;682000;0
15527870 6 101845;744100;;744100;0
15527870 6 102411;878300;;878300;0
15527870 6 103138;1096400;;1096400;0
15527870 6 14540;1419700;;1419700;0
15527870 6 18240;1419700;;1419700;0
15527870 6 2042;521750;;521750;0
15527870 6 21595;1419700;;1419700;0
15527870 6 24454;1419700;;1419700;0
15527870 6 28125;1419700;;1419700;0
15527870 6 31458;821700;;821700;0
15527870 6 6940;1515700;;1515700;0
15527878 2 2310;360000;;360000;0
15527878 2 26767;930000;;930000;0
15527878 2 2701;360000;;360000;0
15527878 2 31189;1100000;;1100000;0
15527878 6 2311;262000;;262000;0
15527878 6 26768;598000;;598000;0
15527878 6 2702;262000;;262000;0
15527878 6 31190;494087;;494087;0
15527892 2 10862;780000;;780000;0
15527892 2 118;500000;;500000;0
15527892 2 14727;780000;;780000;0
15527892 2 1532;475000;;475000;0
15527892 2 436;400000;;400000;0
15527892 2 5862;780000;;780000;0
15527892 2 812;500000;;500000;0
15527892 2 8132;780000;;780000;0
15527892 3 160;350000;;350000;0
15527892 6 10797;636000;;636000;0
15527892 6 1117;367500;;367500;0
15527892 6 14728;636000;;636000;0
15527892 6 298;260300;;260300;0
15527892 6 5863;640000;;640000;0
15527892 6 8041;640000;;640000;0
15527895 13 25537;683000;;683000;0
15527895 13 28854;1068000;;1068000;0
15527895 13 31121;1107500;;1107500;0
15527895 2 14095;400000;;400000;0
15527895 2 16297;700000;;700000;0
15527895 2 18182;890000;;890000;0
15527895 2 20585;1200000;;1200000;0
15527895 2 23511;1600000;;1600000;0
15527895 2 26186;2000000;;2000000;0
15527895 2 29820;4000000;;4000000;0
15527895 2 33564;2000000;;2000000;0
15527895 2 37165;3400000;;3400000;0
15527895 2 39794;4000000;;4000000;0
15527895 6 14096;251500;;251500;0
15527895 6 16302;457100;;457100;0
15527895 6 18210;546742;;546742;0
15527895 6 20613;805200;;805200;0
15527895 6 23518;960800;;960800;0
15527895 6 26195;1322000;;1322000;0
15527895 6 29821;1322000;;1322000;0
15527895 6 33563;1322000;;1322000;0
15527895 6 37235;2563190;;2563190;0
15527895 6 39801;2077704;;2077704;0
15527919 2 15510;1000000;;1000000;0
15527933 2 11966;2000000;;2000000;0
15527933 2 14574;2500000;;2500000;0
15527933 2 28672;500000;;500000;0
15527933 2 29274;4800000;;4800000;0
15527933 2 32369;500000;;500000;0
15527933 2 32833;4800000;;4800000;0
15527933 2 38451;2000000;;2000000;0
15527933 5 36168;4800000;;4800000;0
15527933 6 14576;319800;;319800;0
15527933 6 17135;2022800;;2022800;0
15527933 6 38456;624000;;624000;0
15527940 2 30442;1709000;;1709000;0
15527940 2 37166;3000000;;3000000;0
15527940 2 38948;4000000;;4000000;0
15527940 5 35208;1709000;;1709000;0
15527940 5 36470;1835700;;1835700;0
15527940 6 33158;1835700;;1835700;0
15527940 6 39446;1840544;;1840544;0
15527947 1 1300;800000;;800000;0
15527947 2 1728;1100000;;1100000;0
15527947 2 923;1000000;;1000000;0
15527947 6 100466;382000;;382000;0
15527947 6 1179;128000;;128000;0
15527947 6 2023;321300;;321300;0
15527947 7 185;1000000;;1000000;0
15527948 2 14118;110000;;110000;0
15527948 2 3532;250000;;250000;0
15527948 2 5687;100000;;100000;0
15527948 6 101761;140500;;140500;0
15527948 6 11341;128400;;128400;0
15527948 6 18468;239700;;239700;0
15527948 6 20144;197400;;197400;0
15527948 6 24418;195000;;195000;0
15527948 6 27981;202000;;202000;0
15527948 6 32044;184500;;184500;0
15527948 6 5615;115500;;115500;0
15527948 6 9030;122700;;122700;0
15527976 13 30371;3495000;;3495000;0
15527976 13 32784;4663000;;4663000;0
15527976 13 34465;6730000;;6730000;0
15527976 2 17401;1700000;;1700000;0
15527976 2 18249;2300000;;2300000;0
15527976 2 20889;2800000;;2800000;0
15527976 2 23528;4500000;;4500000;0
15527976 2 28259;7000000;;7000000;0
15527976 2 32012;8700000;;8700000;0
15527976 2 35394;16000000;;16000000;0
15527976 2 37539;40000000;;40000000;0
15527976 2 39350;25000000;;25000000;0
15527976 6 20827;1878900;;1878900;0
15527976 6 23743;1548400;;1548400;0
15527994 2 18685;4000000;;4000000;0
15527994 2 1906;800000;;800000;0
15527994 2 21562;4500000;;4500000;0
15527994 2 23390;5000000;;5000000;0
15527994 2 26172;5400000;;5400000;0
15527994 2 2631;800000;;800000;0
15527994 2 30174;5800000;;5800000;0
15527994 2 318;600000;;600000;0
15527994 2 33875;5800000;;5800000;0
15527994 2 3507;800000;;800000;0
15527994 2 38150;7000000;;7000000;0
15527994 2 4432;800000;;800000;0
15527994 2 792;600000;;600000;0
15527994 6 1345;827100;;827100;0
15527994 6 2085;741000;;741000;0
15527994 6 233;591000;;591000;0
15527994 6 2741;988400;;988400;0
15527994 6 4364;988400;;988400;0
15527994 6 669;678000;;678000;0
15528000 2 40558;500000;;500000;0
15528020 2 3728;3000000;;3000000;0
15528020 2 40920;5200000;;5200000;0
15528020 2 40954;5000000;;5000000;0
15528020 6 102109;1169100;;1169100;0
15528039 2 10315;2600000;;2600000;0
15528039 2 13029;2600000;;2600000;0
15528039 2 13747;2600000;;2600000;0
15528039 2 16117;3000000;;3000000;0
15528039 2 2523;500000;;500000;0
15528039 2 4684;1000000;;1000000;0
15528039 2 8354;2200000;;2200000;0
15528039 6 102149;302200;;302200;0
15528039 6 10933;1472700;;1472700;0
15528039 6 12386;1472700;;1472700;0
15528039 6 13748;1472700;;1472700;0
15528039 6 16377;1472700;;1472700;0
15528039 6 4857;989000;;989000;0
15528039 6 8287;1472700;;1472700;0
15528063 2 1838;2500000;;2500000;0
15528063 2 373;1500000;;1500000;0
15528063 2 439;900000;;900000;0
15528063 2 6718;1900000;;1900000;0
15528063 2 977;1500000;;1500000;0
15528063 6 1574;1027000;;1027000;0
15528063 6 1856;1027000;;1027000;0
15528063 6 2552;1027000;;1027000;0
15528063 6 3135;752400;;752400;0
15528063 6 8403;958000;;958000;0
15528079 13 21907;693800;;693800;0
15528079 13 25059;639000;;639000;0
15528079 13 28669;1274000;;1274000;0
15528079 13 31223;711400;;711400;0
15528079 13 32403;1002700;;1002700;0
15528079 13 34596;1308549;;1308549;0
15528079 13 38343;1512000;;1512000;0
15528079 2 10020;4500000;;4500000;0
15528079 2 1027;2300000;;2300000;0
15528079 2 12236;4200000;;4200000;0
15528079 2 13927;1600000;;1600000;0
15528079 2 149;1500000;;1500000;0
15528079 2 15293;6200000;;6200000;0
15528079 2 1689;1000000;;1000000;0
15528079 2 1720;2300000;;2300000;0
15528079 2 17706;6200000;;6200000;0
15528079 2 2012;2300000;;2300000;0
15528079 2 22522;7900000;;7900000;0
15528079 2 23762;8300000;;8300000;0
15528079 2 26424;8900000;;8900000;0
15528079 2 2662;1200000;;1200000;0
15528079 2 2766;500000;;500000;0
15528079 2 2816;400000;;400000;0
15528079 2 30129;9600000;;9600000;0
15528079 2 33837;9600000;;9600000;0
15528079 2 3505;3000000;;3000000;0
15528079 2 37875;12000000;;12000000;0
15528079 2 39607;4943514;;4943514;0
15528079 2 4240;3000000;;3000000;0
15528079 2 5501;500000;;500000;0
15528079 2 6715;3000000;;3000000;0
15528079 2 866;1600000;;1600000;0
15528079 3 194;300000;;300000;0
15528079 3 6487;700000;;700000;0
15528079 3 786;1200000;;1200000;0
15528079 3 8711;800000;;800000;0
15528079 6 100874;352200;;352200;0
15528079 6 101184;409500;;409500;0
15528079 6 101705;160000;;160000;0
15528079 6 102298;810500;;810500;0
15528079 6 103061;420500;;420500;0
15528079 6 14063;960000;;960000;0
15528079 6 16402;1114600;;1114600;0
15528079 6 19712;638900;;638900;0
15528079 6 29324;1722300;;1722300;0
15528079 6 398;82800;;82800;0
15528079 6 5629;501300;;501300;0
15528081 2 16453;1500000;;1500000;0
15528081 2 19070;1500000;;1500000;0
15528081 2 22871;2025000;;2025000;0
15528081 2 25829;1569000;;1569000;0
15528081 2 29537;1176000;;1176000;0
15528081 2 32693;1104000;;1104000;0
15528081 2 37684;1100000;;1100000;0
15528081 2 40675;500000;;500000;0
15528081 6 30613;723660;;723660;0
15528082 2 1072;400000;;400000;0
15528082 2 12466;1300000;;1300000;0
15528082 2 13921;1600000;;1600000;0
15528082 2 1559;500000;;500000;0
15528082 2 16352;1600000;;1600000;0
15528082 2 18786;3000000;;3000000;0
15528082 2 21375;3000000;;3000000;0
15528082 2 2344;500000;;500000;0
15528082 2 23584;3000000;;3000000;0
15528082 2 26404;3000000;;3000000;0
15528082 2 30094;3000000;;3000000;0
15528082 2 3281;1200000;;1200000;0
15528082 2 33625;3000000;;3000000;0
15528082 2 38019;3000000;;3000000;0
15528082 2 40031;5000000;;5000000;0
15528082 2 4399;1200000;;1200000;0
15528082 2 6974;1200000;;1200000;0
15528082 2 9689;1200000;;1200000;0
15528082 5 491;4795100;;4795100;0
15528082 6 100675;270400;;270400;0
15528082 6 101063;340700;;340700;0
15528082 6 101888;369600;;369600;0
15528082 6 12474;699600;;699600;0
15528082 6 13923;1031400;;1031400;0
15528082 6 16351;1031400;;1031400;0
15528082 6 18119;1026600;;1026600;0
15528082 6 20292;1095500;;1095500;0
15528082 6 23947;1241700;;1241700;0
15528082 6 26526;1795100;;1795100;0
15528082 6 30095;1795100;;1795100;0
15528082 6 33626;1795100;;1795100;0
15528082 6 38045;2000788;;2000788;0
15528082 6 39633;1430500;;1430500;0
15528082 6 39671;664200;;664200;0
15528082 6 9712;550000;;550000;0
15528090 2 10483;2200000;;2200000;0
15528090 2 1687;2000000;;2000000;0
15528090 2 2949;620000;;620000;0
15528090 2 2951;620000;;620000;0
15528090 2 3399;2400000;;2400000;0
15528090 2 5012;2400000;;2400000;0
15528090 2 604;1994000;;1994000;0
15528090 2 6489;2400000;;2400000;0
15528090 2 7320;2000000;;2000000;0
15528090 2 9996375;4021838;;4021838;0
15528090 3 11842;300000;;300000;0
15528090 3 13004;300000;;300000;0
15528090 3 135;150000;;150000;0
15528090 3 262;100000;;100000;0
15528090 6 100684;339200;;339200;0
15528090 6 10705;844800;;844800;0
15528090 6 10706;556400;;556400;0
15528090 6 13551;844800;;844800;0
15528090 6 13552;556400;;556400;0
15528090 6 1362;534550;;534550;0
15528090 6 14674;844800;;844800;0
15528090 6 2528;646800;;646800;0
15528090 6 5011;646800;;646800;0
15528090 6 6490;646800;;646800;0
15528090 6 7567;844800;;844800;0
15528090 6 826;534550;;534550;0
15528090 6 9733;556400;;556400;0
15528091 2 21259;411000;;411000;0
15528091 2 23949;600000;;600000;0
15528091 2 27482;600000;;600000;0
15528091 2 31279;3400000;;3400000;0
15528091 2 35055;1600000;;1600000;0
15528091 2 37532;1350000;;1350000;0
15528091 2 37760;1500000;;1500000;0
15528091 2 39691;2500000;;2500000;0
15528091 6 21260;260700;;260700;0
15528091 6 25754;702100;;702100;0
15528091 6 28652;873600;;873600;0
15528091 6 31302;807000;;807000;0
15528091 6 35935;694300;;694300;0
15528091 6 36565;966595;;966595;0
15528091 6 40534;988000;;988000;0
15528099 2 27641;2700000;;2700000;0
15528099 6 27206;1838200;;1838200;0
15528105 2 1051;500000;;500000;0
15528105 2 14706;5000000;;5000000;0
15528105 2 16455;6300000;;6300000;0
15528105 2 19150;6300000;;6300000;0
15528105 2 22205;6300000;;6300000;0
15528105 2 24996;6300000;;6300000;0
15528105 2 2789;600000;;600000;0
15528105 2 28399;6300000;;6300000;0
15528105 2 32154;5670000;;5670000;0
15528105 2 3285;2000000;;2000000;0
15528105 2 3985;2000000;;2000000;0
15528105 2 9546;3000000;;3000000;0
15528105 3 12032;1500000;;1500000;0
15528105 3 12138;800000;;800000;0
15528105 3 504;120000;;120000;0
15528105 5 35579;4769921;;4769921;0
15528105 5 36648;1509400;;1509400;0
15528105 6 101086;498300;;498300;0
15528105 6 102406;847500;;847500;0
15528105 6 17613;2515800;;2515800;0
15528105 6 20036;2515800;;2515800;0
15528105 6 22860;2515800;;2515800;0
15528105 6 25844;2515800;;2515800;0
15528105 6 29651;2515800;;2515800;0
15528105 6 3002;235200;;235200;0
15528105 6 33314;2264000;;2264000;0
15528105 6 367;416100;;416100;0
15528105 7 12161;4000000;;4000000;0
15528110 2 39524;600000;;600000;0
15528111 2 374;3890000;;3890000;0
15528111 2 929;3000000;;3000000;0
15528111 6 111;1760000;;1760000;0
15528111 6 1457;760000;;760000;0
15528111 6 1458;619500;;619500;0
15528111 6 842;1760000;;1760000;0
15528113 13 37873;1022200;;1022200;0
15528113 13 39773;1392200;;1392200;0
15528127 2 10060;5000000;;5000000;0
15528127 2 12887;5000000;;5000000;0
15528127 2 16060;5000000;;5000000;0
15528127 2 18889;5000000;;5000000;0
15528127 2 22108;5000000;;5000000;0
15528127 2 2596;3000000;;3000000;0
15528127 2 27518;5000000;;5000000;0
15528127 2 33611;2979400;;2979400;0
15528127 2 3967;3000000;;3000000;0
15528127 2 6818;3000000;;3000000;0
15528127 5 503;2017998;;2017998;0
15528127 6 10164;3244800;;3244800;0
15528127 6 103074;2164500;;2164500;0
