"","id.join","vr.pagos","NA","CREDITO"
"7185","15523521 3 13998",3,5e+05,"NULL"
"7186","15523521 3 6457",3,2e+05,"NULL"
"7187","15523521 6 1019",6,538000,"NULL"
"7188","15523521 6 1282",12,538000,"NULL"
"7189","15523521 6 17759",6,1192800,"NULL"
"7190","15523521 6 1865",12,530000,"NULL"
"7191","15523521 6 2705",6,530000,"NULL"
"7192","15523521 6 29675",12,1033500,"NULL"
"7193","15523521 6 3106",6,416050,"NULL"
"7194","15523521 6 6142",12,530000,"NULL"
"7195","15523521 6 7032",12,5e+05,"NULL"
"7196","15523521 6 784",6,560000,"NULL"
"7197","15523529 6 39937",6,1780484,"NULL"
"7198","15523541 2 12347",2,2300000,"NULL"
"7199","15523541 2 14",2,1200000,"NULL"
"7200","15523541 2 14991",4,3900000,"NULL"
"7201","15523541 2 17659",2,3260000,"NULL"
"7202","15523541 2 20214",2,3260000,"NULL"
"7203","15523541 2 566",4,1200000,"NULL"
"7204","15523541 2 9706",2,2e+06,"NULL"
"7205","15523541 6 12349",6,1299000,"NULL"
"7206","15523541 6 14995",12,2550000,"NULL"
"7207","15523541 6 17701",6,2550000,"NULL"
"7208","15523541 6 20215",12,2550000,"NULL"
"7209","15523541 6 567",6,1400000,"NULL"
"7210","15523541 6 605",6,1400000,"NULL"
"7211","15523541 6 9726",6,1512800,"NULL"
"7212","15523542 2 16583",2,650000,"NULL"
"7213","15523542 2 18541",2,790000,"NULL"
"7214","15523542 2 21405",2,790000,"NULL"
"7215","15523542 2 24136",2,790000,"NULL"
"7216","15523542 2 27910",2,790000,"NULL"
"7217","15523542 2 31272",2,790000,"NULL"
"7218","15523542 5 35018",15,1032000,"NULL"
"7219","15523542 6 16591",6,398400,"NULL"
"7220","15523542 6 18542",6,529500,"NULL"
"7221","15523542 6 21406",6,529500,"NULL"
"7222","15523542 6 24137",6,529500,"NULL"
"7223","15523542 6 27911",6,529500,"NULL"
"7224","15523542 6 31273",12,529500,"NULL"
"7225","15523548 13 22530",26,14086800,"NULL"
"7226","15523548 13 32425",403,27327200,"NULL"
"7227","15523548 2 13681",2,3e+07,"NULL"
"7228","15523548 2 14500",2,3400000,"NULL"
"7229","15523548 2 1483",2,5e+06,"NULL"
"7230","15523548 2 1986",4,5e+06,"NULL"
"7231","15523548 2 2473",2,6e+06,"NULL"
"7232","15523548 2 28567",2,8e+07,"NULL"
"7233","15523548 2 32187",6,1.6e+08,"NULL"
"7234","15523548 2 3817",2,6e+06,"NULL"
"7235","15523548 2 5906",4,6e+06,"NULL"
"7236","15523548 2 9296",4,1.4e+07,"NULL"
"7237","15523548 4 40005",48,2010144,"NULL"
"7238","15523548 6 1161",6,2652000,"NULL"
"7239","15523548 6 1375",6,3283900,"NULL"
"7240","15523548 6 14624",6,8728000,"NULL"
"7241","15523548 6 2208",6,3161000,"NULL"
"7242","15523548 6 2628",6,3173000,"NULL"
"7243","15523548 6 2644",6,1063500,"NULL"
"7244","15523548 6 27",12,2104000,"NULL"
"7245","15523548 6 412",6,2082500,"NULL"
"7246","15523548 6 9389",6,8560000,"NULL"
"7247","15523548 8 16175",8,1e+08,"NULL"
"7248","15523548 8 19155",8,1e+08,"NULL"
"7249","15523548 8 21670",16,1e+08,"NULL"
"7250","15523548 8 23810",16,67994000,"NULL"
"7251","15523549 6 39406",6,170500,"NULL"
"7252","15523550 2 11537",2,1300000,"NULL"
"7253","15523550 2 14354",4,1300000,"NULL"
"7254","15523550 2 1511",2,7e+05,"NULL"
"7255","15523550 2 16942",2,1300000,"NULL"
"7256","15523550 2 2226",2,4e+05,"NULL"
"7257","15523550 2 22369",2,1400000,"NULL"
"7258","15523550 2 2815",4,6e+05,"NULL"
"7259","15523550 2 3656",2,7e+05,"NULL"
"7260","15523550 2 486",2,5e+05,"NULL"
"7261","15523550 2 5719",2,8e+05,"NULL"
"7262","15523550 2 8006",6,1300000,"NULL"
"7263","15523550 6 101629",6,272400,"NULL"
"7264","15523550 6 102316",12,298500,"NULL"
"7265","15523550 6 102972",6,455600,"NULL"
"7266","15523550 6 11494",6,513600,"NULL"
"7267","15523550 6 14325",6,376400,"NULL"
"7268","15523550 6 16947",6,524000,"NULL"
"7269","15523550 6 20041",6,132500,"NULL"
"7270","15523550 6 5621",12,387300,"NULL"
"7271","15523550 6 8861",6,407000,"NULL"
"7272","15523558 2 11689",2,1200000,"NULL"
"7273","15523558 2 2797",2,1e+06,"NULL"
"7274","15523558 2 6295",2,1200000,"NULL"
"7275","15523558 3 1013",3,1e+06,"NULL"
"7276","15523558 6 101446",6,562000,"NULL"
"7277","15523558 6 102299",6,281000,"NULL"
"7278","15523558 6 6194",6,440700,"NULL"
"7279","15523558 6 8357",6,582100,"NULL"
"7280","15523560 13 22502",26,367700,"NULL"
"7281","15523560 13 25668",52,373800,"NULL"
"7282","15523560 2 12855",2,191000,"NULL"
"7283","15523560 2 1441",2,160000,"NULL"
"7284","15523560 2 1589",2,3e+05,"NULL"
"7285","15523560 2 15936",2,191000,"NULL"
"7286","15523560 2 2009",2,160000,"NULL"
"7287","15523560 2 24741",2,750000,"NULL"
"7288","15523560 2 31844",2,2e+06,"NULL"
"7289","15523560 2 3430",2,250000,"NULL"
"7290","15523560 2 37528",2,0,"NULL"
"7291","15523560 2 528",2,3e+05,"NULL"
"7292","15523560 2 5573",2,250000,"NULL"
"7293","15523560 2 6913",4,250000,"NULL"
"7294","15523560 2 9678",2,191000,"NULL"
"7295","15523560 5 35544",5,2e+06,"NULL"
"7296","15523560 6 12856",6,193000,"NULL"
"7297","15523560 6 1406",6,301100,"NULL"
"7298","15523560 6 15937",6,193000,"NULL"
"7299","15523560 6 1798",12,301100,"NULL"
"7300","15523560 6 18748",6,1475800,"NULL"
"7301","15523560 6 21498",6,1475800,"NULL"
"7302","15523560 6 2363",6,403800,"NULL"
"7303","15523560 6 2808",18,403800,"NULL"
"7304","15523560 6 3067",6,235200,"NULL"
"7305","15523560 6 31976",6,1497245,"NULL"
"7306","15523560 6 34798",30,748620,"NULL"
"7307","15523560 6 494",6,235200,"NULL"
"7308","15523560 6 6914",6,193000,"NULL"
"7309","15523560 6 836",6,298038,"NULL"
"7310","15523560 6 9679",6,193000,"NULL"
"7311","15523560 7 23533",7,2e+06,"NULL"
"7312","15523560 7 27097",7,2e+06,"NULL"
"7313","15523560 7 31669",14,2e+06,"NULL"
"7314","15523562 2 1820",2,2060000,"NULL"
"7315","15523562 2 230",4,1e+06,"NULL"
"7316","15523562 2 2490",2,2060000,"NULL"
"7317","15523562 6 100845",6,234300,"NULL"
"7318","15523562 6 103022",6,71200,"NULL"
"7319","15523562 6 2130",6,78800,"NULL"
"7320","15523563 6 101668",12,371900,"NULL"
"7321","15523563 6 1025",6,95000,"NULL"
"7322","15523563 6 11449",12,216000,"NULL"
"7323","15523563 6 11828",12,260400,"NULL"
"7324","15523563 6 1260",18,95000,"NULL"
"7325","15523563 6 14670",12,283200,"NULL"
"7326","15523563 6 16569",6,188000,"NULL"
"7327","15523563 6 18262",6,450100,"NULL"
"7328","15523563 6 18971",6,330400,"NULL"
"7329","15523563 6 21413",6,450100,"NULL"
"7330","15523563 6 21924",18,330400,"NULL"
"7331","15523563 6 23428",6,450100,"NULL"
"7332","15523563 6 26145",18,330400,"NULL"
"7333","15523563 6 26146",6,450100,"NULL"
"7334","15523563 6 2818",18,311000,"NULL"
"7335","15523563 6 81",18,275800,"NULL"
"7336","15523563 6 8857",18,253000,"NULL"
"7337","15523563 6 9072",6,216000,"NULL"
"7338","15523565 2 10621",12,5e+05,"NULL"
"7339","15523565 2 16825",10,4e+05,"NULL"
"7340","15523565 2 19533",6,4e+05,"NULL"
"7341","15523565 2 22492",8,270000,"NULL"
"7342","15523565 2 25302",12,5e+05,"NULL"
"7343","15523565 2 28962",4,350000,"NULL"
"7344","15523565 2 29852",8,3e+05,"NULL"
"7345","15523565 2 33216",6,3e+05,"NULL"
"7346","15523565 2 33472",6,3e+05,"NULL"
"7347","15523565 2 36399",8,5e+05,"NULL"
"7348","15523565 2 36644",10,5e+05,"NULL"
"7349","15523565 2 36968",18,7e+05,"NULL"
"7350","15523565 2 38656",4,3e+05,"NULL"
"7351","15523565 2 38907",18,683573,"NULL"
"7352","15523565 2 5902",8,150000,"NULL"
"7353","15523565 2 9198",8,3e+05,"NULL"
"7354","15523565 3 6464",3,60000,"NULL"
"7355","15523565 6 103130",30,178200,"NULL"
"7356","15523565 6 10664",24,342400,"NULL"
"7357","15523565 6 12752",12,524400,"NULL"
"7358","15523565 6 16826",24,402000,"NULL"
"7359","15523565 6 22499",18,231500,"NULL"
"7360","15523565 6 2770",12,71200,"NULL"
"7361","15523565 6 5821",12,154000,"NULL"
"7362","15523565 6 9251",24,256800,"NULL"
"7363","15523574 13 22310",26,2242800,"NULL"
"7364","15523574 13 28329",273,2169500,"NULL"
"7365","15523574 2 1077",6,1900000,"NULL"
"7366","15523574 2 11119",4,1900000,"NULL"
"7367","15523574 2 13704",4,1695000,"NULL"
"7368","15523574 2 15734",2,3200000,"NULL"
"7369","15523574 2 17023",2,3e+05,"NULL"
"7370","15523574 2 17259",2,3e+05,"NULL"
"7371","15523574 2 1762",2,1900000,"NULL"
"7372","15523574 2 18172",2,4500000,"NULL"
"7373","15523574 2 19892",2,8e+05,"NULL"
"7374","15523574 2 21148",2,4500000,"NULL"
"7375","15523574 2 21651",2,8e+05,"NULL"
"7376","15523574 2 23880",2,9100000,"NULL"
"7377","15523574 2 2543",6,1900000,"NULL"
"7378","15523574 2 27237",4,9100000,"NULL"
"7379","15523574 2 31354",6,9100000,"NULL"
"7380","15523574 2 3188",12,1900000,"NULL"
"7381","15523574 2 598",4,1800000,"NULL"
"7382","15523574 2 7739",2,1900000,"NULL"
"7383","15523574 2 801",2,1300000,"NULL"
"7384","15523574 3 9052",3,4e+05,"NULL"
"7385","15523574 5 35479",30,1998300,"NULL"
"7386","15523574 5 36840",15,1537732,"NULL"
"7387","15523574 6 1001",6,637450,"NULL"
"7388","15523574 6 101631",6,1092300,"NULL"
"7389","15523574 6 11117",6,731000,"NULL"
"7390","15523574 6 1442",6,413000,"NULL"
"7391","15523574 6 15737",6,3669500,"NULL"
"7392","15523574 6 18251",6,4560500,"NULL"
"7393","15523574 6 2024",12,1092300,"NULL"
"7394","15523574 6 21149",6,4560500,"NULL"
"7395","15523574 6 23883",6,5994900,"NULL"
"7396","15523574 6 246",6,492500,"NULL"
"7397","15523574 6 2504",12,892000,"NULL"
"7398","15523574 6 27238",6,5994900,"NULL"
"7399","15523574 6 31016",30,5994900,"NULL"
"7400","15523574 6 5082",6,892000,"NULL"
"7401","15523574 6 7100",12,892000,"NULL"
"7402","15523590 2 18093",2,4400000,"NULL"
"7403","15523590 2 20843",2,4400000,"NULL"
"7404","15523590 2 23650",2,4400000,"NULL"
"7405","15523590 2 26355",4,4400000,"NULL"
"7406","15523590 2 618",2,1e+06,"NULL"
"7407","15523590 6 20715",6,1300600,"NULL"
"7408","15523590 6 23665",12,1218500,"NULL"
"7409","15523590 6 26477",6,1980700,"NULL"
"7410","15523590 6 30323",6,1980700,"NULL"
"7411","15523590 7 108",14,1200000,"NULL"
"7412","15523590 7 14695",7,1200000,"NULL"
"7413","15523590 7 208",7,8e+05,"NULL"
"7414","15523601 2 1091",2,9e+05,"NULL"
"7415","15523601 2 11164",6,1307000,"NULL"
"7416","15523601 2 11575",2,2300000,"NULL"
"7417","15523601 2 1358",2,1500000,"NULL"
"7418","15523601 2 13647",6,2300000,"NULL"
"7419","15523601 2 16151",2,2e+06,"NULL"
"7420","15523601 2 1701",2,1500000,"NULL"
"7421","15523601 2 18999",2,2e+06,"NULL"
"7422","15523601 2 21604",6,2e+06,"NULL"
"7423","15523601 2 24103",2,4e+06,"NULL"
"7424","15523601 2 2478",4,1500000,"NULL"
"7425","15523601 2 27778",4,4e+06,"NULL"
"7426","15523601 2 3106",2,1500000,"NULL"
"7427","15523601 2 31916",16,4e+06,"NULL"
"7428","15523601 2 348",6,1109000,"NULL"
"7429","15523601 2 5870",4,1500000,"NULL"
"7430","15523601 2 8866",2,1307000,"NULL"
"7431","15523601 3 11916",6,6e+05,"NULL"
"7432","15523601 5 36910",40,5650900,"NULL"
"7433","15523601 6 101507",6,1147000,"NULL"
"7434","15523601 6 102971",6,296300,"NULL"
"7435","15523601 6 11165",12,1616900,"NULL"
"7436","15523601 6 1170",6,337000,"NULL"
"7437","15523601 6 14417",18,1555000,"NULL"
"7438","15523601 6 17446",6,1523000,"NULL"
"7439","15523601 6 19000",6,1523000,"NULL"
"7440","15523601 6 2094",24,1147000,"NULL"
"7441","15523601 6 21603",6,1523000,"NULL"
"7442","15523601 6 24157",6,1650900,"NULL"
"7443","15523601 6 27779",6,1650900,"NULL"
"7444","15523601 6 302",6,559700,"NULL"
"7445","15523601 6 31769",42,1650900,"NULL"
"7446","15523601 6 4540",12,1336000,"NULL"
"7447","15523601 6 7703",12,946000,"NULL"
"7448","15523601 6 846",12,559700,"NULL"
"7449","15523601 6 8499",6,1616900,"NULL"
"7450","15523602 13 38067",143,712000,"NULL"
"7451","15523602 2 11717",16,2e+06,"NULL"
"7452","15523602 2 1399",4,450000,"NULL"
"7453","15523602 2 1436",4,389000,"NULL"
"7454","15523602 2 14381",4,1e+06,"NULL"
"7455","15523602 2 14649",2,3e+05,"NULL"
"7456","15523602 2 15066",2,3e+06,"NULL"
"7457","15523602 2 1522",6,1500000,"NULL"
"7458","15523602 2 16663",2,3e+05,"NULL"
"7459","15523602 2 17301",2,3e+06,"NULL"
"7460","15523602 2 19956",4,6e+05,"NULL"
"7461","15523602 2 20614",6,3500000,"NULL"
"7462","15523602 2 2068",10,6e+05,"NULL"
"7463","15523602 2 21387",2,3e+05,"NULL"
"7464","15523602 2 23971",2,3e+06,"NULL"
"7465","15523602 2 24433",2,1e+06,"NULL"
"7466","15523602 2 256",6,1300000,"NULL"
"7467","15523602 2 25935",2,3100000,"NULL"
"7468","15523602 2 2768",8,6e+05,"NULL"
"7469","15523602 2 29112",4,1e+06,"NULL"
"7470","15523602 2 29583",2,3100000,"NULL"
"7471","15523602 2 31754",4,1e+06,"NULL"
"7472","15523602 2 33192",8,6100000,"NULL"
"7473","15523602 2 3446",6,8e+05,"NULL"
"7474","15523602 2 36508",6,4e+06,"NULL"
"7475","15523602 2 36953",4,4e+06,"NULL"
"7476","15523602 2 38416",4,1e+06,"NULL"
"7477","15523602 2 3980",8,1e+06,"NULL"
"7478","15523602 2 651",14,1300000,"NULL"
"7479","15523602 2 7861",4,1e+06,"NULL"
"7480","15523602 2 9382",4,1e+06,"NULL"
"7481","15523602 3 12007",18,690000,"NULL"
"7482","15523602 3 14254",3,3e+05,"NULL"
"7483","15523602 3 238",3,150000,"NULL"
"7484","15523602 3 257",6,3e+05,"NULL"
"7485","15523602 3 7414",6,3e+05,"NULL"
"7486","15523602 3 758",3,3e+05,"NULL"
"7487","15523602 5 38901",30,4e+06,"NULL"
"7488","15523602 6 101474",12,321200,"NULL"
"7489","15523602 6 103110",6,289600,"NULL"
"7490","15523602 6 16666",12,642000,"NULL"
"7491","15523602 6 1725",24,321200,"NULL"
"7492","15523602 6 21980",6,952500,"NULL"
"7493","15523602 6 25214",6,1046000,"NULL"
"7494","15523602 6 3121",6,192950,"NULL"
"7495","15523602 6 34825",18,811500,"NULL"
"7496","15523602 6 7436",12,389700,"NULL"
"7497","15523607 2 419",2,7e+05,"NULL"
"7498","15523607 2 613",2,1400000,"NULL"
"7499","15523607 6 10033",6,441000,"NULL"
"7500","15523607 6 548",12,680000,"NULL"
"7501","15523626 2 1005",2,130000,"NULL"
"7502","15523626 2 2231",2,1e+06,"NULL"
"7503","15523626 2 2891",4,1e+06,"NULL"
"7504","15523626 2 4425",6,616000,"NULL"
"7505","15523626 6 100972",6,275600,"NULL"
"7506","15523626 6 101775",6,213400,"NULL"
"7507","15523626 7 68",7,1e+06,"NULL"
"7508","15523629 2 1205",6,2905000,"NULL"
"7509","15523629 2 167",2,3e+06,"NULL"
"7510","15523629 2 1754",2,3e+06,"NULL"
"7511","15523629 2 2079",2,3e+06,"NULL"
"7512","15523629 2 2457",2,3e+06,"NULL"
"7513","15523629 2 27787",2,3e+06,"NULL"
"7514","15523629 2 2819",2,3e+06,"NULL"
"7515","15523629 2 31488",2,3e+06,"NULL"
"7516","15523629 2 344",4,3e+06,"NULL"
"7517","15523629 2 839",2,2905000,"NULL"
"7518","15523629 5 35310",20,3e+06,"NULL"
"7519","15523629 6 1204",6,1068000,"NULL"
"7520","15523629 6 354",6,1068000,"NULL"
"7521","15523629 6 661",6,1068000,"NULL"
"7522","15523629 6 785",6,1068000,"NULL"
"7523","15523635 2 2906",2,50000,"NULL"
"7524","15523635 2 3227",2,80000,"NULL"
"7525","15523635 6 32538",6,119800,"NULL"
"7526","15523635 6 35851",6,131800,"NULL"
"7527","15523635 6 37591",6,302800,"NULL"
"7528","15523635 6 4263",6,180000,"NULL"
"7529","15523640 2 8189",2,1400000,"NULL"
"7530","15523640 6 8224",6,863000,"NULL"
"7531","15523645 6 10007",6,423900,"NULL"
"7532","15523648 2 20000120",2,1500000,"NULL"
"7533","15523648 2 20000547",2,3119000,"NULL"
"7534","15523648 6 368",6,513500,"NULL"
"7535","15523648 6 57",6,630000,"NULL"
"7536","15523648 6 6060",12,1294000,"NULL"
"7537","15523657 1 113",2,450000,"NULL"
"7538","15523657 6 100645",6,531100,"NULL"
"7539","15523657 6 1246",6,531100,"NULL"
"7540","15523657 6 2147",12,132200,"NULL"
"7541","15523674 2 1399",2,1e+06,"NULL"
"7542","15523695 13 32617",13,276104,"NULL"
"7543","15523695 13 34770",182,375000,"NULL"
"7544","15523695 13 37379",195,551200,"NULL"
"7545","15523695 13 39088",52,236700,"NULL"
"7546","15523695 2 34084",2,3e+05,"NULL"
"7547","15523704 13 34474",78,1669213,"NULL"
"7548","15523704 13 36038",117,1204718,"NULL"
"7549","15523704 2 1111",4,9e+05,"NULL"
"7550","15523704 2 11481",2,1500000,"NULL"
"7551","15523704 2 14457",2,1e+06,"NULL"
"7552","15523704 2 16188",2,2e+06,"NULL"
"7553","15523704 2 19349",2,1500000,"NULL"
"7554","15523704 2 2123",2,9e+05,"NULL"
"7555","15523704 2 21319",2,5e+05,"NULL"
"7556","15523704 2 25520",4,3e+06,"NULL"
"7557","15523704 2 2627",4,1e+06,"NULL"
"7558","15523704 2 29300",4,4700000,"NULL"
"7559","15523704 2 32950",2,1e+06,"NULL"
"7560","15523704 2 3380",2,1200000,"NULL"
"7561","15523704 2 361",4,7e+05,"NULL"
"7562","15523704 2 36518",2,2e+06,"NULL"
"7563","15523704 2 36715",12,4e+06,"NULL"
"7564","15523704 2 39320",8,3e+06,"NULL"
"7565","15523704 2 5779",4,1200000,"NULL"
"7566","15523704 2 8228",2,1500000,"NULL"
"7567","15523704 6 103070",6,540400,"NULL"
"7568","15523704 6 19953",6,1005000,"NULL"
"7569","15523704 6 25728",12,1370000,"NULL"
"7570","15523704 6 5695",6,540400,"NULL"
"7571","15523704 6 91",6,203700,"NULL"
"7572","15523704 6 9336",6,522479,"NULL"
"7573","15523735 13 30598",39,1643364,"NULL"
"7574","15523735 13 30704",65,1788264,"NULL"
"7575","15523735 2 14340",2,6e+05,"NULL"
"7576","15523735 2 25494",6,6e+06,"NULL"
"7577","15523735 2 28570",2,6e+06,"NULL"
"7578","15523735 2 2922",2,1500000,"NULL"
"7579","15523735 2 31947",2,6e+06,"NULL"
"7580","15523735 2 40514",4,2.5e+07,"NULL"
"7581","15523748 2 12144",2,2300000,"NULL"
"7582","15523748 2 14108",6,2200000,"NULL"
"7583","15523748 2 1511",4,820000,"NULL"
"7584","15523748 2 16836",4,522000,"NULL"
"7585","15523748 2 19124",6,431000,"NULL"
"7586","15523748 2 2140",4,667000,"NULL"
"7587","15523748 2 25799",8,1500000,"NULL"
"7588","15523748 2 32885",2,1767600,"NULL"
"7589","15523748 2 378",4,1200000,"NULL"
"7590","15523748 2 38126",2,1800000,"NULL"
"7591","15523748 2 911",4,1200000,"NULL"
"7592","15523748 2 9461",8,2600000,"NULL"
"7593","15523748 6 101617",6,793800,"NULL"
"7594","15523748 6 11739",12,1242500,"NULL"
"7595","15523748 6 122",6,680750,"NULL"
"7596","15523748 6 14446",12,875000,"NULL"
"7597","15523748 6 15089",12,1036000,"NULL"
"7598","15523748 6 19125",6,626000,"NULL"
"7599","15523748 6 2076",18,793800,"NULL"
"7600","15523748 6 24217",6,1457600,"NULL"
"7601","15523748 6 29372",6,1618180,"NULL"
"7602","15523748 6 35875",6,1636025,"NULL"
"7603","15523748 6 6019",18,770000,"NULL"
"7604","15523748 6 8667",6,490000,"NULL"
"7605","15523761 2 10114",6,1e+06,"NULL"
"7606","15523761 2 1239",2,1e+06,"NULL"
"7607","15523761 2 12561",2,7e+05,"NULL"
"7608","15523761 2 14850",2,7e+05,"NULL"
"7609","15523761 2 17420",2,7e+05,"NULL"
"7610","15523761 2 20157",2,7e+05,"NULL"
"7611","15523761 2 2081",4,1e+06,"NULL"
"7612","15523761 2 24036",2,1e+06,"NULL"
"7613","15523761 2 25406",4,2e+05,"NULL"
"7614","15523761 2 261",8,1e+06,"NULL"
"7615","15523761 2 26740",2,1300000,"NULL"
"7616","15523761 2 29672",4,1300000,"NULL"
"7617","15523761 2 32437",4,1e+05,"NULL"
"7618","15523761 2 3304",4,820000,"NULL"
"7619","15523761 2 33421",2,1105000,"NULL"
"7620","15523761 2 3377",10,820000,"NULL"
"7621","15523761 2 754",2,1e+06,"NULL"
"7622","15523761 2 7961",6,4e+05,"NULL"
"7623","15523761 3 143",3,1e+05,"NULL"
"7624","15523761 3 72",3,1e+05,"NULL"
"7625","15523761 3 97",3,30000,"NULL"
"7626","15523761 5 36674",25,1372834,"NULL"
"7627","15523761 6 100649",6,262000,"NULL"
"7628","15523761 6 103196",6,335600,"NULL"
"7629","15523761 6 1178",6,135000,"NULL"
"7630","15523761 6 1278",6,262000,"NULL"
"7631","15523761 6 16839",18,736200,"NULL"
"7632","15523761 6 1770",6,262000,"NULL"
"7633","15523761 6 19812",12,1038900,"NULL"
"7634","15523761 6 2146",12,262000,"NULL"
"7635","15523761 6 22822",6,1038900,"NULL"
"7636","15523761 6 25815",6,1038900,"NULL"
"7637","15523761 6 29527",6,1038900,"NULL"
"7638","15523761 6 33264",12,1038900,"NULL"
"7639","15523761 6 39617",12,307965,"NULL"
"7640","15523761 6 6932",12,520800,"NULL"
"7641","15523761 6 90",6,230600,"NULL"
"7642","15523770 13 35400",143,4683000,"NULL"
"7643","15523771 2 10265",4,1900000,"NULL"
"7644","15523771 2 1180",2,0,"NULL"
"7645","15523771 2 13195",2,1900000,"NULL"
"7646","15523771 2 16219",2,1900000,"NULL"
"7647","15523771 2 1878",2,1900000,"NULL"
"7648","15523771 2 2571",6,1900000,"NULL"
"7649","15523771 2 342",4,1600000,"NULL"
"7650","15523771 2 5899",6,1900000,"NULL"
"7651","15523771 3 0",3,2e+05,"NULL"
"7652","15523771 3 11976",3,150000,"NULL"
"7653","15523771 3 121",3,1e+05,"NULL"
"7654","15523771 3 131",3,150000,"NULL"
"7655","15523771 3 13396",3,3e+05,"NULL"
"7656","15523771 3 14517",6,4e+05,"NULL"
"7657","15523771 3 173",6,4e+05,"NULL"
"7658","15523771 3 222",3,2e+05,"NULL"
"7659","15523771 3 225",9,2e+05,"NULL"
"7660","15523771 3 241",3,2e+05,"NULL"
"7661","15523771 3 269",3,250000,"NULL"
"7662","15523771 3 405",3,1e+05,"NULL"
"7663","15523771 3 453",3,2e+05,"NULL"
"7664","15523771 3 50",3,1e+05,"NULL"
"7665","15523771 3 534",3,50000,"NULL"
"7666","15523771 3 555",3,2e+05,"NULL"
"7667","15523771 3 603",3,1e+05,"NULL"
"7668","15523771 3 634",9,2e+05,"NULL"
"7669","15523771 3 798",3,250000,"NULL"
"7670","15523771 6 102250",6,458700,"NULL"
"7671","15523771 6 10264",6,360700,"NULL"
"7672","15523771 6 13196",12,360700,"NULL"
"7673","15523771 6 13398",6,656400,"NULL"
"7674","15523771 6 14",12,214500,"NULL"
"7675","15523771 6 16112",12,656400,"NULL"
"7676","15523771 6 1650",6,281000,"NULL"
"7677","15523771 6 2564",6,458700,"NULL"
"7678","15523771 6 5898",12,458700,"NULL"
"7679","15523771 6 863",6,228400,"NULL"
"7680","15523771 6 8812",6,360700,"NULL"
"7681","15523778 13 36187",247,2015300,"NULL"
"7682","15523778 2 12978",2,4700000,"NULL"
"7683","15523778 2 16370",2,4700000,"NULL"
"7684","15523778 2 1666",4,5105000,"NULL"
"7685","15523778 2 19194",2,4700000,"NULL"
"7686","15523778 2 22209",2,4700000,"NULL"
"7687","15523778 2 25057",2,4700000,"NULL"
"7688","15523778 2 28741",2,6e+06,"NULL"
"7689","15523778 2 3018",2,6e+06,"NULL"
"7690","15523778 2 32323",2,6e+06,"NULL"
"7691","15523778 2 36999",8,5e+06,"NULL"
"7692","15523778 2 39321",4,2e+06,"NULL"
"7693","15523778 2 433",2,4e+06,"NULL"
"7694","15523778 2 4391",4,6e+06,"NULL"
"7695","15523778 2 49",4,6e+06,"NULL"
"7696","15523778 2 508",4,3e+06,"NULL"
"7697","15523778 2 7175",6,6e+06,"NULL"
"7698","15523778 2 893",2,4e+06,"NULL"
